task,team,timestamp,rank_video,elapsed_since_task_start_ms,QT,QT_Explanation,category,type,value,additionals
vbse033,visione2,1668171021193,949.0,75947.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,cvhunter1,1668171024329,696.0,79083.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings in dark,{}
vbse033,cvhunter1,1668171025555,488.0,80309.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings in dark,{}
vbse033,cvhunter1,1668171026300,488.0,81054.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings in dark,{}
vbse033,cvhunter1,1668171026402,488.0,81156.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings in dark,{}
vbse033,vibro3,1668171029000,29.0,83754.0,Text,type == jointEmbedding,TEXT,jointEmbedding, rocks with curvy carvings and pixels,{}
vbse033,vibro3,1668171033000,1410.0,87754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Close-ups of ochre rocks with curvy carvings.  >   rocks with curvy carvings and pixels,{}
vbse033,cvhunter3,1668171034323,105.0,89077.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 8541:9888_8541:10758_14967:8026_14967:8062_9203:5844_16726:6869_12064:15037_14967:1109_2415:9231_1427:1648_| group:1|12944:5889_6604:6606_,{}
vbse033,visione2,1668171048903,181.0,103657.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,black,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171048903,181.0,103657.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171048903,181.0,103657.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablack 1ablack 2ablack 3ablack 4ablack 5ablack 6ablack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione4,1668171051229,488.0,105983.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.+ Close-ups of ochre rocks with curvy carvings.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171052850,348.0,107604.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablack 1ablack 2ablack 3ablack 4ablack 5ablack 6ablack 0fblack 0gblack 1fblack 1gblack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171052850,348.0,107604.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,black black,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171052850,348.0,107604.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione1,1668171056823,733.0,111577.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ a sculpure in a rock,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171057000,315.0,111754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > frame,Close-ups of ochre rocks with curvy carvings.  >  frame 0258.jpg in video 15367 at 00:02:08:00 (Frame #3851),{}
vbse033,visione1,1668171062118,329.0,116872.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ a ancient sculpure in a rock,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171063000,inf,117754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Close-ups of ochre rocks with curvy carvings.  >  white fire shot,{}
vbse033,cvhunter4,1668171063176,322.0,117930.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: ochre rocks with curvy carvings and bars,{}
vbse033,cvhunter4,1668171064103,322.0,118857.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: ochre rocks with curvy carvings and bars,{}
vbse033,visione1,1668171065563,427.0,120317.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ close up a ancient sculpure in a rock,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,cvhunter4,1668171070462,359.0,125216.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: ochre rocks with curvy carvings > bars,{}
vbse033,cvhunter4,1668171071923,359.0,126677.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: ochre rocks with curvy carvings > bars,{}
vbse033,cvhunter1,1668171073728,234.0,128482.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: Close-ups of ochre rocks with curvy carvings > light,{}
vbse033,cvhunter3,1668171074649,55.0,129403.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 12944:5889_14967:8050_16993:1109_12170:6754_7384:6412_9203:7238_8758:7133_8541:9606_2609:29603_12815:10606_| group:1|8579:8212_8579:6923_14967:3261_,{}
vbse033,cvhunter1,1668171074741,234.0,129495.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: Close-ups of ochre rocks with curvy carvings > light,{}
vbse033,visione1,1668171075432,inf,130186.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ close up a rock,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171076256,1625.0,131010.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings and black bar on the side,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171079000,inf,133754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Close-ups of ochre rocks with curvy carvings.  >  white fire shot,{}
vbse033,visione2,1668171079253,1671.0,134007.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings and black bar on the side,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171079253,1671.0,134007.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablack 1ablack 2ablack 3ablack 4ablack 5ablack 6ablack 0gblack 1gblack 2gblack 3gblack 4gblack 5gblack 6gblack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171079253,1671.0,134007.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,black black,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione4,1668171081371,541.0,136125.0,Text,type == jointEmbedding,TEXT,jointEmbedding,ochre rocks with curvy carvings.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,cvhunter1,1668171081934,449.0,136688.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: Close-ups of ochre rocks with curvy carvings > strong light,{}
vbse033,visione2,1668171082249,2727.0,137003.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings and black bar on the side,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171082249,2727.0,137003.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0gblack 1gblack 2gblack 3gblack 4gblack 5gblack 6gblack,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171082249,2727.0,137003.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,black,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,cvhunter1,1668171083003,449.0,137757.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: Close-ups of ochre rocks with curvy carvings > strong light,{}
vbse033,visione1,1668171083976,1119.0,138730.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ close up a ochre rock,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171085000,inf,139754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Close-ups of ochre rocks with curvy carvings.  >  white fire shot,{}
vbse033,vibro3,1668171091000,1183.0,145754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > frame,Close-ups of ochre rocks with curvy carvings.  >  frame 0499.jpg in video 09118 at 00:04:09:00 (Frame #7470),{}
vbse033,vibro3,1668171095000,2566.0,149754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > frame,Close-ups of ochre rocks with curvy carvings.  >  frame 0499.jpg in video 09118 at 00:04:09:00 (Frame #7470),{}
vbse033,cvhunter1,1668171096381,301.0,151135.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings strong light,{}
vbse033,visione2,1668171096744,947.0,151498.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,cvhunter3,1668171096902,529.0,151656.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: ochre rocks > Close-ups of ochre rocks with curvy carvings.,{}
vbse033,cvhunter1,1668171097068,301.0,151822.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-ups of ochre rocks with curvy carvings strong light,{}
vbse033,vibro3,1668171098000,1901.0,152754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Close-ups of ochre rocks with curvy carvings.  >  white light,{}
vbse033,cvhunter3,1668171098674,529.0,153428.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: ochre rocks > Close-ups of ochre rocks with curvy carvings.,{}
vbse033,cvhunter1,1668171103732,218.0,158486.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up of ochre rocks with curvy carvings strong light,{}
vbse033,cvhunter1,1668171104384,218.0,159138.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up of ochre rocks with curvy carvings strong light,{}
vbse033,visione2,1668171106165,inf,160919.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ squared patch transition,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,cvhunter3,1668171106979,321.0,161733.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: indoor ochre rocks > Close-ups of ochre rocks with curvy carvings.,{}
vbse033,cvhunter3,1668171108812,321.0,163566.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: indoor ochre rocks > Close-ups of ochre rocks with curvy carvings.,{}
vbse033,vibro3,1668171109000,5452.0,163754.0,Temporal,CVhunter Temporal Query,TEMPORAL,frame > text,frame 0472.jpg in video 04481 at 00:03:55:00 (Frame #7057)  >  white light,{}
vbse033,visione1,1668171109239,inf,163993.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of ochre rocks with curvy carvings+ a light orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171109708,inf,164462.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ a fire,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione4,1668171111062,178.0,165816.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,ochre rocks with curvy carvings.+ yellow+ 2cyellow 2dyellow 3cyellow 3dyellow 4cyellow 4dyellow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}"
vbse033,cvhunter1,1668171113529,31.0,168283.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up of ochre rocks with curvy carvings in cave and strong light,{}
vbse033,cvhunter1,1668171114200,31.0,168954.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Close-up of ochre rocks with curvy carvings in cave and strong light,{}
vbse033,vibro3,1668171115000,inf,169754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Close-ups of ochre rocks with curvy carvings.  >  white light,{}
vbse033,visione4,1668171115912,inf,170666.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,ochre rocks with curvy carvings.+ yellow white+ 2cyellow 2dyellow 3cyellow 3dyellow 4cyellow 4dyellow 1dwhite 1ewhite 2dwhite 2ewhite 3dwhite 3ewhite 4dwhite 4ewhite,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}"
vbse033,visione2,1668171118279,947.0,173033.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171119946,947.0,174700.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,cvhunter4,1668171120880,122.0,175634.0,Image,category == IMAGE,IMAGE,feedbackModel,Temporal Bayes CLIP 15737:5981_11062:13007_6260:9300_11417:4870_7384:6544_12936:5069_7635:2125_5573:5717_6952:619_7855:10782_| group:1|7732:31304_13296:25462_,{}
vbse033,visione1,1668171122574,inf,177328.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings+ a light orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione1,1668171129674,1024.0,184428.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione3,1668171129757,402.0,184511.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.+ ancient rocks with engravings,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171133000,6556.0,187754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Close-ups of ochre rocks with curvy carvings.  >  white light,{}
vbse033,visione1,1668171139686,549.0,194440.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings+ orange+ 1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}"
vbse033,visione4,1668171141205,180.0,195959.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,ochre rocks with curvy carvings.+ yellow white+ a flashlight+ 2cyellow 2dyellow 3cyellow 3dyellow 4cyellow 4dyellow 1dwhite 1ewhite 2dwhite 2ewhite 3dwhite 3ewhite 4dwhite 4ewhite,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione1,1668171141856,inf,196610.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings+ orange yellow+ 1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange 0cyellow 0dyellow 0eyellow 1cyellow 1dyellow 1eyellow 2cyellow 2dyellow 2eyellow 3cyellow 3dyellow 3eyellow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}"
vbse033,visione4,1668171146886,inf,201640.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,ochre rocks with curvy carvings.+ a flashlight,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione4,1668171150123,106.0,204877.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,ochre rocks with curvy carvings.+ yellow+ a flashlight+ 2cyellow 2dyellow 3cyellow 3dyellow 4cyellow 4dyellow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171158000,1629.0,212754.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Close-ups of ochre rocks with curvy carvings.  >  white light,{}
vbse033,visione1,1668171165809,439.0,220563.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of orange ochre rocks with curvy carvings+ orange yellow+ yellow orange farme+ 1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange 0cyellow 0dyellow 0eyellow 1cyellow 1dyellow 1eyellow 2cyellow 2dyellow 2eyellow 3cyellow 3dyellow 3eyellow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione1,1668171171010,902.0,225764.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of orange ochre rocks+ orange yellow+ yellow orange farme+ 1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange 0cyellow 0dyellow 0eyellow 1cyellow 1dyellow 1eyellow 2cyellow 2dyellow 2eyellow 3cyellow 3dyellow 3eyellow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171173307,562.0,228061.0,Text,type == jointEmbedding,TEXT,jointEmbedding,ochre rocks with curvy carvings,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171183000,9325.0,237754.0,Text,type == jointEmbedding,TEXT,jointEmbedding,,{}
vbse033,cvhunter4,1668171185816,218.0,240570.0,Image,category == IMAGE,IMAGE,feedbackModel,Temporal Bayes CLIP 7732:31244_13296:25431_12170:6725_6260:9231_12170:11700_4021:2030_4021:1461_10856:2795_15296:8556_8066:10737_| group:2|16993:1109_,{}
vbse033,cvhunter3,1668171187023,60.0,241777.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: indoor ochre rocks > Close-ups of ochre rocks with curvy animal carvings.,{}
vbse033,cvhunter3,1668171188883,60.0,243637.0,Temporal,CVhunter Temporal Query,TEXT,JointEmbedding,Temporal CLIP: indoor ochre rocks > Close-ups of ochre rocks with curvy animal carvings.,{}
vbse033,visione1,1668171191014,inf,245768.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of orange ochre rocks+ yellow orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione1,1668171196659,435.0,251413.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of orange ochre rocks+ orange yellow+ yellow orange light+ 1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange 0cyellow 0dyellow 0eyellow 1cyellow 1dyellow 1eyellow 2cyellow 2dyellow 2eyellow 3cyellow 3dyellow 3eyellow,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione2,1668171198396,949.0,253150.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171199000,1527.0,253754.0,Text,type == jointEmbedding,TEXT,jointEmbedding,brown rocks with big curvy carving,{}
vbse033,visione1,1668171200761,727.0,255515.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close ups of orange ochre rocks+ orange+ yellow orange light+ 1corange 1dorange 1eorange 2corange 2dorange 2eorange 3corange 3dorange 3eorange,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione1,1668171206816,inf,261570.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ yellow orange light,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,cvhunter4,1668171209430,188.0,264184.0,Image,category == IMAGE,IMAGE,feedbackModel,Temporal Bayes CLIP 7732:31244_16993:899_8066:22118_13296:25431_14427:3444_7384:6375_9555:9142_12170:6725_7732:22830_11716:1750_| group:1|5589:6219_,{}
vbse033,vibro3,1668171213000,135.0,267754.0,Text,type == jointEmbedding,TEXT,jointEmbedding,pixel image,{}
vbse033,visione3,1668171214546,379.0,269300.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.+ ancient rocks with engravings and a flaashlight,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione3,1668171217888,373.0,272642.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings.+ ancient rocks with engravings and a flashlight,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,visione1,1668171220862,inf,275616.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Close-ups of ochre rocks with curvy carvings+ yellow orange flash light,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse033,vibro3,1668171239000,78.0,293754.0,Image,category == IMAGE,IMAGE,globalFeatures, video 09555 at 00:05:53:00 (Frame #10605),{}
vbse033,cvhunter4,1668171241367,39.0,296121.0,Image,category == IMAGE,IMAGE,feedbackModel,Temporal Bayes CLIP 16993:899_7732:31244_5589:6196_8066:22118_525:5762_5589:6144_13296:25481_7384:6544_11110:5419_14427:3756_| group:2|13491:6825_,{}
