task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals,teamFamily
vbse059,vibro2,2,1668179497000,108697.0,200939.0,2231.0,2817.0,2817.0,TEMPORAL,frame > text,frame 0549.jpg in video 14730 at 00:04:34:00 (Frame #8211)  >  Two skies flying down a show mountain.,{},vibro
vbse059,vibro2,2,1668179522000,133697.0,200939.0,3018.0,4143.0,4143.0,TEMPORAL,frame > text,frame 0549.jpg in video 14730 at 00:04:34:00 (Frame #8211)  >  Two skies flying down a show mountain.,{},vibro
vbse059,vibro2,2,1668179546000,157697.0,200939.0,2607.0,2607.0,2607.0,TEMPORAL,frame > text,frame 0549.jpg in video 14730 at 00:04:34:00 (Frame #8211)  >  Two skies flying down a show mountain.,{},vibro
vbse060,vibro2,2,1668179728000,1787.0,69282.0,9.0,inf,192.0,TEXT,jointEmbedding,A crowd of people sitting in a cinema / theatre.,{},vibro
vbse060,vibro2,2,1668179736000,9787.0,69282.0,750.0,750.0,750.0,IMAGE,globalFeatures, video 02825 at 00:05:40:00 (Frame #8512),{},vibro
vbse060,vibro2,2,1668179741000,14787.0,69282.0,97.0,97.0,97.0,IMAGE,globalFeatures, video 02825 at 00:05:40:00 (Frame #8512),{},vibro
vbse060,vibro2,2,1668179749000,22787.0,69282.0,520.0,inf,520.0,IMAGE,globalFeatures, video 08324 at 00:03:24:00 (Frame #5100),{},vibro
vbse060,vibro2,2,1668179753000,26787.0,69282.0,67.0,67.0,67.0,IMAGE,globalFeatures, video 08324 at 00:03:24:00 (Frame #5100),{},vibro
vbse060,vibro2,2,1668179762000,35787.0,69282.0,6950.0,6950.0,6950.0,IMAGE,globalFeatures, video 15768 at 00:02:59:00 (Frame #4291),{},vibro
vbse060,vibro2,2,1668179764000,37787.0,69282.0,261.0,261.0,261.0,IMAGE,globalFeatures, video 15768 at 00:02:59:00 (Frame #4291),{},vibro
vbse060,vibro2,2,1668179784000,57787.0,69282.0,188.0,610.0,188.0,TEXT,jointEmbedding,The light of a movie lense in the dark.,{},vibro
