task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals,teamFamily
vbse013,visione1,1,1668160310073,285115.0,,166.0,inf,inf,6872.0,TEXT,jointEmbedding,"Flashing shots of a man on a bed and in front of a wall, dark","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160310073,285115.0,,166.0,inf,inf,6872.0,TEXT, LocalizedObjectAndColors,1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 4ablack 5ablack 6ablack,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160310073,285115.0,,166.0,inf,inf,6872.0,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160310382,285424.0,,246.0,inf,inf,6875.0,TEXT,LocalizedObjectAndColors,human_face black,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160310382,285424.0,,246.0,inf,inf,6875.0,TEXT,jointEmbedding,"Flashing shots of a man on a bed and in front of a wall, dark","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160310382,285424.0,,246.0,inf,inf,6875.0,TEXT, LocalizedObjectAndColors,1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 4ablack 5ablack 6ablack,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160310382,285424.0,,246.0,inf,inf,6875.0,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160314766,289808.0,,2243.0,inf,inf,6674.0,TEXT,LocalizedObjectAndColors,human_face black,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160314766,289808.0,,2243.0,inf,inf,6674.0,TEXT,jointEmbedding,"Flashing shots of a man on a bed and in front of a wall, dark","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160314766,289808.0,,2243.0,inf,inf,6674.0,TEXT, LocalizedObjectAndColors,1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 4ablack 4bblack 4cblack 4dblack 4eblack 4fblack 4gblack 5ablack 5bblack 5cblack 5dblack 5eblack 5fblack 5gblack 6ablack 6bblack 6cblack 6dblack 6eblack 6fblack 6gblack,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse013,visione1,1,1668160314766,289808.0,,2243.0,inf,inf,6674.0,TEXT,jointEmbedding,Flashing shots of a man on a bed and in front of a wall,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160416520,9003.0,143120.0,1115.0,1115.0,1115.0,10000.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160487600,80083.0,143120.0,inf,inf,inf,2703.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160487600,80083.0,143120.0,inf,inf,inf,2703.0,TEXT,jointEmbedding,an all white image shows a fluttering veil on the right,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160495872,88355.0,143120.0,inf,inf,inf,2528.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160495872,88355.0,143120.0,inf,inf,inf,2528.0,TEXT,jointEmbedding,white image shows a fluttering veil on the right,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160510905,103388.0,143120.0,221.0,221.0,221.0,1049.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160510905,103388.0,143120.0,221.0,221.0,221.0,1049.0,TEXT,jointEmbedding,"white image shows a fluttering veil on the right, sunset in teh background","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160526462,118945.0,143120.0,1115.0,1115.0,1115.0,10000.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160530344,122827.0,143120.0,1423.0,1423.0,1423.0,10000.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160535270,127753.0,143120.0,244.0,244.0,244.0,994.0,TEXT,jointEmbedding,A white dress is waving in the wind over the floor,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse014,visione1,1,1668160535270,127753.0,143120.0,244.0,244.0,244.0,994.0,TEXT,jointEmbedding,"white image shows a fluttering veil on the right, sunset in teh background","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse015,visione1,1,1668161591929,9334.0,34325.0,17.0,167.0,17.0,10000.0,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse016,visione1,1,1668161944715,8903.0,14032.0,2.0,2.0,2.0,10000.0,TEXT,jointEmbedding,Small boats tied in the harbour in front of a cruise ship.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse017,visione1,1,1668162581264,8802.0,43053.0,5.0,9.0,9.0,10000.0,TEXT,jointEmbedding,A person roasting coffee beans.Scores of Visual KIS + initial query,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse017,visione1,1,1668162587271,14809.0,43053.0,1.0,8.0,8.0,10000.0,TEXT,jointEmbedding,A person roasting coffee beans,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse018,visione1,1,1668163570520,9843.0,15094.0,3.0,3.0,3.0,10000.0,TEXT,jointEmbedding,A black-haired woman in a red dress walks down stairs.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse019,visione1,1,1668163687251,7355.0,14631.0,4.0,4.0,4.0,10000.0,TEXT,jointEmbedding,A couple in black clothes kisses outside.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse020,visione1,1,1668163907324,9933.0,103974.0,17.0,808.0,17.0,10000.0,TEXT,jointEmbedding,Actors in historic costumes celebrate their theater performance.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse020,visione1,1,1668163959650,62259.0,103974.0,3.0,114.0,3.0,930.0,TEXT,jointEmbedding,Actors in historic costumes celebrate their theater performance.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse020,visione1,1,1668163959650,62259.0,103974.0,3.0,114.0,3.0,930.0,TEXT,jointEmbedding,a woman with yelow dress i a theatre,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse020,visione1,1,1668163975964,78573.0,103974.0,4.0,57.0,4.0,1160.0,TEXT,jointEmbedding,Actors in historic costumes celebrate their theater performance in a theatre,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse020,visione1,1,1668163975964,78573.0,103974.0,4.0,57.0,4.0,1160.0,TEXT,jointEmbedding,a woman with yelow dress i a theatre,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse021,visione1,1,1668164279445,8022.0,11892.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding,Men cutting and sculpting ice blocks with a chain saw.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse022,visione1,1,1668164336846,8973.0,48340.0,2.0,26.0,7.0,10000.0,TEXT,jointEmbedding,People playing table tennis in an office space.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse023,visione1,1,1668164512514,8581.0,118277.0,5.0,1213.0,496.0,10000.0,TEXT,jointEmbedding,Pan between two motocross tracks with bikers moving from/to the camera.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse024,visione1,1,1668164836469,8925.0,15197.0,3.0,3.0,3.0,10000.0,TEXT,jointEmbedding,Red oldtimer truck and bride getting in.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668164962804,7593.0,,223.0,223.0,223.0,10000.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165018329,63118.0,,217.0,217.0,217.0,3037.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165018329,63118.0,,217.0,217.0,217.0,3037.0,TEXT,jointEmbedding,Aerial shot moving up a green hill,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165032038,76827.0,,80.0,80.0,80.0,3263.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165032038,76827.0,,80.0,80.0,80.0,3263.0,TEXT,jointEmbedding,"Aerial shot moving up a green hill, there is a grey house","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165036288,81077.0,,395.0,395.0,395.0,10000.0,TEXT,jointEmbedding,"Aerial shot moving up a green hill, there is a grey house","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165040049,84838.0,,395.0,395.0,395.0,10000.0,TEXT,jointEmbedding,"Aerial shot moving up a green hill, there is a grey house","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165045350,90139.0,,80.0,80.0,80.0,3263.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165045350,90139.0,,80.0,80.0,80.0,3263.0,TEXT,jointEmbedding,"Aerial shot moving up a green hill, there is a grey house","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165052589,97378.0,,38.0,38.0,38.0,4442.0,TEXT,LocalizedObjectAndColors,car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165052589,97378.0,,38.0,38.0,38.0,4442.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165052589,97378.0,,38.0,38.0,38.0,4442.0,TEXT, LocalizedObjectAndColors,0dcar 0ecar 1dcar 1ecar 2dcar 2ecar 3dcar 3ecar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165052589,97378.0,,38.0,38.0,38.0,4442.0,TEXT,jointEmbedding,"Aerial shot moving up a green hill, there is a grey house","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165052912,97701.0,,45.0,45.0,45.0,3738.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165052912,97701.0,,45.0,45.0,45.0,3738.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165052912,97701.0,,45.0,45.0,45.0,3738.0,TEXT, LocalizedObjectAndColors,0dcar 0ecar 1dcar 1ecar 2dcar 2ecar 3dcar 3ecar 1bcar 1ccar 2bcar 2ccar 3bcar 3ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165052912,97701.0,,45.0,45.0,45.0,3738.0,TEXT,jointEmbedding,"Aerial shot moving up a green hill, there is a grey house","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165070649,115438.0,,98.0,98.0,98.0,10000.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165070649,115438.0,,98.0,98.0,98.0,10000.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165070649,115438.0,,98.0,98.0,98.0,10000.0,TEXT, LocalizedObjectAndColors,0dcar 0ecar 1dcar 1ecar 2dcar 2ecar 3dcar 3ecar 1bcar 1ccar 2bcar 2ccar 3bcar 3ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165070649,115438.0,,98.0,98.0,98.0,10000.0,TEXT,LocalizedObjectAndColors,building,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165070649,115438.0,,98.0,98.0,98.0,10000.0,TEXT,jointEmbedding,"Aerial shot moving up a green hill, there is a grey house","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165070649,115438.0,,98.0,98.0,98.0,10000.0,TEXT, LocalizedObjectAndColors,2ebuilding 2fbuilding 2gbuilding 3ebuilding 3fbuilding 3gbuilding 4ebuilding 4fbuilding 4gbuilding,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165078939,123728.0,,86.0,86.0,86.0,3737.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165078939,123728.0,,86.0,86.0,86.0,3737.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165078939,123728.0,,86.0,86.0,86.0,3737.0,TEXT, LocalizedObjectAndColors,0dcar 0ecar 1dcar 1ecar 2dcar 2ecar 3dcar 3ecar 1bcar 1ccar 2bcar 2ccar 3bcar 3ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165078939,123728.0,,86.0,86.0,86.0,3737.0,TEXT,jointEmbedding,"Aerial shot moving up a green hill, there is a grey house","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165085996,130785.0,,142.0,142.0,142.0,5617.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165085996,130785.0,,142.0,142.0,142.0,5617.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165085996,130785.0,,142.0,142.0,142.0,5617.0,TEXT, LocalizedObjectAndColors,0dcar 0ecar 1dcar 1ecar 2dcar 2ecar 3dcar 3ecar 1bcar 1ccar 2bcar 2ccar 3bcar 3ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165085996,130785.0,,142.0,142.0,142.0,5617.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165107532,152321.0,,1338.0,1338.0,1338.0,3219.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165107532,152321.0,,1338.0,1338.0,1338.0,3219.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165107532,152321.0,,1338.0,1338.0,1338.0,3219.0,TEXT, LocalizedObjectAndColors,0dcar 0ecar 1dcar 1ecar 2dcar 2ecar 3dcar 3ecar 1bcar 1ccar 2bcar 2ccar 3bcar 3ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165107532,152321.0,,1338.0,1338.0,1338.0,3219.0,TEXT,jointEmbedding,Aerial shot of a green hill,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165115578,160367.0,,620.0,620.0,620.0,2943.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165115578,160367.0,,620.0,620.0,620.0,2943.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165115578,160367.0,,620.0,620.0,620.0,2943.0,TEXT, LocalizedObjectAndColors,0dcar 0ecar 1dcar 1ecar 2dcar 2ecar 3dcar 3ecar 1bcar 1ccar 2bcar 2ccar 3bcar 3ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165115578,160367.0,,620.0,620.0,620.0,2943.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165120955,165744.0,,691.0,691.0,691.0,2947.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165120955,165744.0,,691.0,691.0,691.0,2947.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165120955,165744.0,,691.0,691.0,691.0,2947.0,TEXT, LocalizedObjectAndColors,1dcar 1ecar 2dcar 2ecar 3dcar 3ecar 1bcar 1ccar 2bcar 2ccar 3bcar 3ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165120955,165744.0,,691.0,691.0,691.0,2947.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165123158,167947.0,,707.0,707.0,707.0,2947.0,TEXT,LocalizedObjectAndColors,car car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165123158,167947.0,,707.0,707.0,707.0,2947.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165123158,167947.0,,707.0,707.0,707.0,2947.0,TEXT, LocalizedObjectAndColors,1dcar 1ecar 2dcar 2ecar 3dcar 3ecar 2bcar 2ccar 3bcar 3ccar 4bcar 4ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165123158,167947.0,,707.0,707.0,707.0,2947.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165133730,178519.0,,162.0,162.0,162.0,2717.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165133730,178519.0,,162.0,162.0,162.0,2717.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165133733,178522.0,,20.0,20.0,20.0,3622.0,TEXT,LocalizedObjectAndColors,car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165133733,178522.0,,20.0,20.0,20.0,3622.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot over the trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165133733,178522.0,,20.0,20.0,20.0,3622.0,TEXT, LocalizedObjectAndColors,2bcar 2ccar 3bcar 3ccar 4bcar 4ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165133733,178522.0,,20.0,20.0,20.0,3622.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165138005,182794.0,,619.0,619.0,619.0,1845.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165138005,182794.0,,619.0,619.0,619.0,1845.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165168269,213058.0,,279.0,280.0,279.0,838.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue van and a lot of cars,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165168269,213058.0,,279.0,280.0,279.0,838.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165173967,218756.0,,345.0,346.0,345.0,1453.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165173967,218756.0,,345.0,346.0,345.0,1453.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165178025,222814.0,,471.0,3807.0,3805.0,10000.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165179741,224530.0,,471.0,3807.0,3805.0,10000.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165187110,231899.0,,344.0,2420.0,2418.0,10000.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars and people,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165193651,238440.0,,179.0,180.0,179.0,1292.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars and people,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165193651,238440.0,,179.0,180.0,179.0,1292.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165213905,258694.0,,13.0,13.0,13.0,2585.0,TEXT,LocalizedObjectAndColors,car,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165213905,258694.0,,13.0,13.0,13.0,2585.0,TEXT,jointEmbedding,Aerial shot moving up a parking lot wih a blue tent and a lot of cars and people,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165213905,258694.0,,13.0,13.0,13.0,2585.0,TEXT, LocalizedObjectAndColors,0bcar 0ccar 1bcar 1ccar 2bcar 2ccar,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse025,visione1,1,1668165213905,258694.0,,13.0,13.0,13.0,2585.0,TEXT,jointEmbedding,"Aerial shot of a green hill, blue sky","{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
